sample,student_name,mean_reaction_time
21,Sofia Lindqvist,334.6
21,Tariq Hassan,376.9
21,Uma Devi,285.1
22,Alice Johnson,275.1
22,Ben Okafor,269.8
22,Chloe Martinez,270.8
22,David Kim,284.9
22,Emma Thompson,371.0
22,Faisal Rahman,361.4
22,Grace Chen,323.7
22,Harry Patel,311.1
22,Isabel Santos,307.6
22,Jack Williams,288.9
22,Kezia Adeyemi,284.5
22,Liam O'Brien,311.8
22,Maya Singh,319.3
22,Noah Clarke,317.9
22,Oscar Bennett,349.8
22,Priya Sharma,273.8
22,Ravi Kapoor,347.5
22,Sofia Lindqvist,370.6
22,Tariq Hassan,294.7
22,Uma Devi,352.4
23,Alice Johnson,316.9
23,Ben Okafor,194.6
23,Chloe Martinez,330.1
23,David Kim,285.0
23,Emma Thompson,336.0
23,Faisal Rahman,254.5
23,Grace Chen,373.2
23,Harry Patel,352.6
23,Isabel Santos,301.8
23,Jack Williams,326.5
23,Kezia Adeyemi,301.1
23,Liam O'Brien,342.6
23,Maya Singh,375.5
23,Noah Clarke,271.2
23,Oscar Bennett,362.8
23,Priya Sharma,355.3
23,Ravi Kapoor,352.6
23,Sofia Lindqvist,326.6
23,Tariq Hassan,300.6
23,Uma Devi,286.8
24,Alice Johnson,381.2
24,Ben Okafor,320.2
24,Chloe Martinez,340.6
24,David Kim,359.7
24,Emma Thompson,343.6
24,Faisal Rahman,279.4
24,Grace Chen,368.4
24,Harry Patel,358.1
24,Isabel Santos,270.3
24,Jack Williams,328.7
24,Kezia Adeyemi,340.4
24,Liam O'Brien,336.9
24,Maya Singh,255.4
24,Noah Clarke,291.9
24,Oscar Bennett,269.1
24,Priya Sharma,304.4
24,Ravi Kapoor,317.9
24,Sofia Lindqvist,336.7
24,Tariq Hassan,353.7
24,Uma Devi,296.0
25,Alice Johnson,330.4
25,Ben Okafor,356.7
25,Chloe Martinez,299.7
25,David Kim,307.2
25,Emma Thompson,322.3
25,Faisal Rahman,321.6
25,Grace Chen,295.8
25,Harry Patel,260.7
25,Isabel Santos,345.2
25,Jack Williams,358.2
25,Kezia Adeyemi,299.5
25,Liam O'Brien,317.6
25,Maya Singh,340.0
25,Noah Clarke,298.1
25,Oscar Bennett,238.4
25,Priya Sharma,277.9
25,Ravi Kapoor,339.2
25,Sofia Lindqvist,310.3
25,Tariq Hassan,261.2
25,Uma Devi,312.3
26,Alice Johnson,376.6
26,Ben Okafor,347.5
26,Chloe Martinez,345.6
26,David Kim,350.5
26,Emma Thompson,286.1
26,Faisal Rahman,377.3
26,Grace Chen,330.3
26,Harry Patel,354.6
26,Isabel Santos,327.2
26,Jack Williams,319.3
26,Kezia Adeyemi,270.4
26,Liam O'Brien,311.8
26,Maya Singh,345.8
26,Noah Clarke,370.1
26,Oscar Bennett,260.2
26,Priya Sharma,374.3
26,Ravi Kapoor,308.9
26,Sofia Lindqvist,367.7
26,Tariq Hassan,287.9
26,Uma Devi,312.0
27,Alice Johnson,361.4
27,Ben Okafor,286.3
27,Chloe Martinez,209.4
27,David Kim,344.8
27,Emma Thompson,302.3
27,Faisal Rahman,343.2
27,Grace Chen,271.5
27,Harry Patel,328.1
27,Isabel Santos,303.7
27,Jack Williams,399.3
27,Kezia Adeyemi,318.8
27,Liam O'Brien,333.0
27,Maya Singh,289.4
27,Noah Clarke,296.0
27,Oscar Bennett,376.8
27,Priya Sharma,357.1
27,Ravi Kapoor,371.3
27,Sofia Lindqvist,298.6
27,Tariq Hassan,300.2
27,Uma Devi,325.8
28,Alice Johnson,310.6
28,Ben Okafor,259.4
28,Chloe Martinez,342.4
28,David Kim,311.7
28,Emma Thompson,345.6
28,Faisal Rahman,384.9
28,Grace Chen,350.9
28,Harry Patel,350.7
28,Isabel Santos,317.4
28,Jack Williams,357.9
28,Kezia Adeyemi,302.4
28,Liam O'Brien,299.7
28,Maya Singh,301.9
28,Noah Clarke,391.6
28,Oscar Bennett,352.9
28,Priya Sharma,286.1
28,Ravi Kapoor,356.3
28,Sofia Lindqvist,334.9
28,Tariq Hassan,322.9
28,Uma Devi,288.9
29,Alice Johnson,383.0
29,Ben Okafor,330.2
29,Chloe Martinez,317.2
29,David Kim,362.9
29,Emma Thompson,351.1
29,Faisal Rahman,372.6
29,Grace Chen,335.5
29,Harry Patel,291.3
29,Isabel Santos,293.4
29,Jack Williams,353.3
29,Kezia Adeyemi,314.2
29,Liam O'Brien,312.7
29,Maya Singh,279.2
29,Noah Clarke,377.7
29,Oscar Bennett,289.4
29,Priya Sharma,285.2
29,Ravi Kapoor,310.8
29,Sofia Lindqvist,368.0
29,Tariq Hassan,327.2
29,Uma Devi,268.6
30,Alice Johnson,257.3
30,Ben Okafor,273.6
30,Chloe Martinez,405.5
30,David Kim,308.4
30,Emma Thompson,342.8
30,Faisal Rahman,281.9
30,Grace Chen,346.6
30,Harry Patel,266.0
30,Isabel Santos,322.0
30,Jack Williams,363.0
30,Kezia Adeyemi,311.5
30,Liam O'Brien,297.2
30,Maya Singh,361.4
30,Noah Clarke,269.2
30,Oscar Bennett,337.9
30,Priya Sharma,327.2
30,Ravi Kapoor,255.0
30,Sofia Lindqvist,333.8
30,Tariq Hassan,293.7
30,Uma Devi,311.6
31,Alice Johnson,302.8
31,Ben Okafor,221.2
31,Chloe Martinez,349.3
31,David Kim,280.0
31,Emma Thompson,361.3
31,Faisal Rahman,436.8
31,Grace Chen,318.7
31,Harry Patel,334.7
31,Isabel Santos,266.5
31,Jack Williams,310.4
31,Kezia Adeyemi,363.8
31,Liam O'Brien,288.2
31,Maya Singh,327.7
31,Noah Clarke,324.0
31,Oscar Bennett,281.1
31,Priya Sharma,251.6
31,Ravi Kapoor,323.3
31,Sofia Lindqvist,329.6
31,Tariq Hassan,287.8
31,Uma Devi,335.8
32,Alice Johnson,338.9
32,Ben Okafor,327.3
32,Chloe Martinez,352.9
32,David Kim,301.6
32,Emma Thompson,380.6
32,Faisal Rahman,294.4
32,Grace Chen,279.1
32,Harry Patel,253.3
32,Isabel Santos,371.5
32,Jack Williams,311.9
32,Kezia Adeyemi,309.3
32,Liam O'Brien,342.1
32,Maya Singh,315.8
32,Noah Clarke,285.9
32,Oscar Bennett,269.8
32,Priya Sharma,367.2
32,Ravi Kapoor,279.4
32,Sofia Lindqvist,336.9
32,Tariq Hassan,331.7
32,Uma Devi,306.4
33,Alice Johnson,341.5
33,Ben Okafor,292.7
33,Chloe Martinez,322.6
33,David Kim,281.9
33,Emma Thompson,326.8
33,Faisal Rahman,296.7
33,Grace Chen,325.1
33,Harry Patel,357.3
33,Isabel Santos,282.3
33,Jack Williams,288.2
33,Kezia Adeyemi,346.6
33,Liam O'Brien,349.8
33,Maya Singh,230.8
33,Noah Clarke,285.1
33,Oscar Bennett,316.1
33,Priya Sharma,309.6
33,Ravi Kapoor,316.9
33,Sofia Lindqvist,327.7
33,Tariq Hassan,304.4
33,Uma Devi,343.2
34,Alice Johnson,334.0
34,Ben Okafor,378.9
34,Chloe Martinez,314.0
34,David Kim,364.1
34,Emma Thompson,339.2
34,Faisal Rahman,247.2
34,Grace Chen,352.2
34,Harry Patel,344.7
34,Isabel Santos,240.3
34,Jack Williams,326.8
34,Kezia Adeyemi,317.1
34,Liam O'Brien,371.8
34,Maya Singh,367.6
34,Noah Clarke,222.4
34,Oscar Bennett,332.5
34,Priya Sharma,274.8
34,Ravi Kapoor,354.5
34,Sofia Lindqvist,332.0
34,Tariq Hassan,353.6
34,Uma Devi,337.9
35,Alice Johnson,288.5
35,Ben Okafor,322.0
35,Chloe Martinez,296.6
35,David Kim,321.5
35,Emma Thompson,380.4
35,Faisal Rahman,317.4
35,Grace Chen,310.9
35,Harry Patel,319.0
35,Isabel Santos,279.3
35,Jack Williams,379.1
35,Kezia Adeyemi,342.8
35,Liam O'Brien,313.7
35,Maya Singh,318.8
35,Noah Clarke,344.9
35,Oscar Bennett,319.0
35,Priya Sharma,341.3
35,Ravi Kapoor,350.2
35,Sofia Lindqvist,324.6
35,Tariq Hassan,327.4
35,Uma Devi,323.1
36,Alice Johnson,322.9
36,Ben Okafor,301.0
36,Chloe Martinez,331.5
36,David Kim,348.8
36,Emma Thompson,311.8
36,Faisal Rahman,335.4
36,Grace Chen,307.4
36,Harry Patel,301.6
36,Isabel Santos,330.8
36,Jack Williams,260.4
36,Kezia Adeyemi,343.7
36,Liam O'Brien,362.8
36,Maya Singh,293.1
36,Noah Clarke,318.0
36,Oscar Bennett,216.1
36,Priya Sharma,335.3
36,Ravi Kapoor,235.3
36,Sofia Lindqvist,328.5
36,Tariq Hassan,328.4
36,Uma Devi,331.1
37,Alice Johnson,396.5
37,Ben Okafor,324.0
37,Chloe Martinez,263.3
37,David Kim,293.1
37,Emma Thompson,336.5
37,Faisal Rahman,215.9
37,Grace Chen,402.5
37,Harry Patel,254.1
37,Isabel Santos,306.8
37,Jack Williams,351.1
37,Kezia Adeyemi,350.5
37,Liam O'Brien,249.5
37,Maya Singh,329.5
37,Noah Clarke,337.4
37,Oscar Bennett,314.3
37,Priya Sharma,283.7
37,Ravi Kapoor,328.6
37,Sofia Lindqvist,272.6
37,Tariq Hassan,391.5
37,Uma Devi,284.5
38,Alice Johnson,322.1
38,Ben Okafor,326.9
38,Chloe Martinez,345.5
38,David Kim,335.7
38,Emma Thompson,346.8
38,Faisal Rahman,380.9
38,Grace Chen,234.5
38,Harry Patel,299.9
38,Isabel Santos,352.4
38,Jack Williams,366.3
38,Kezia Adeyemi,364.1
38,Liam O'Brien,411.2
38,Maya Singh,360.4
38,Noah Clarke,271.7
38,Oscar Bennett,341.7
38,Priya Sharma,309.5
38,Ravi Kapoor,295.0
38,Sofia Lindqvist,260.3
38,Tariq Hassan,263.8
38,Uma Devi,386.4
39,Alice Johnson,302.7
39,Ben Okafor,302.8
39,Chloe Martinez,433.0
39,David Kim,324.9
39,Emma Thompson,332.7
39,Faisal Rahman,446.9
39,Grace Chen,362.2
39,Harry Patel,309.5
39,Isabel Santos,338.1
39,Jack Williams,331.5
39,Kezia Adeyemi,310.6
39,Liam O'Brien,345.8
39,Maya Singh,292.3
39,Noah Clarke,296.7
39,Oscar Bennett,312.2
39,Priya Sharma,367.7
39,Ravi Kapoor,319.2
39,Sofia Lindqvist,216.1
39,Tariq Hassan,256.5
39,Uma Devi,346.5
40,Alice Johnson,280.7
40,Ben Okafor,274.1
40,Chloe Martinez,298.4
40,David Kim,321.0
40,Emma Thompson,290.0
40,Faisal Rahman,380.0
40,Grace Chen,319.0
40,Harry Patel,322.4
40,Isabel Santos,345.5
40,Jack Williams,190.1
40,Kezia Adeyemi,340.0
40,Liam O'Brien,284.8
40,Maya Singh,305.2
40,Noah Clarke,402.0
40,Oscar Bennett,389.8
40,Priya Sharma,320.2
40,Ravi Kapoor,311.4
40,Sofia Lindqvist,233.8
40,Tariq Hassan,280.0
40,Uma Devi,274.5
41,Alice Johnson,346.5
41,Ben Okafor,206.8
41,Chloe Martinez,300.7
41,David Kim,297.6
41,Emma Thompson,306.8
41,Faisal Rahman,311.1
41,Grace Chen,320.4
41,Harry Patel,264.8
41,Isabel Santos,325.6
41,Jack Williams,301.8
41,Kezia Adeyemi,370.0
41,Liam O'Brien,279.3
41,Maya Singh,315.9
41,Noah Clarke,291.5
41,Oscar Bennett,387.4
41,Priya Sharma,362.9
41,Ravi Kapoor,342.0
41,Sofia Lindqvist,290.9
41,Tariq Hassan,315.1
41,Uma Devi,345.4
42,Alice Johnson,395.7
42,Ben Okafor,282.2
42,Chloe Martinez,367.4
42,David Kim,310.9
42,Emma Thompson,268.9
42,Faisal Rahman,307.3
42,Grace Chen,279.6
42,Harry Patel,315.2
42,Isabel Santos,374.6
42,Jack Williams,304.4
42,Kezia Adeyemi,379.8
42,Liam O'Brien,335.7
42,Maya Singh,293.7
42,Noah Clarke,377.8
42,Oscar Bennett,326.8
42,Priya Sharma,282.6
42,Ravi Kapoor,278.8
42,Sofia Lindqvist,339.2
42,Tariq Hassan,315.2
42,Uma Devi,277.5
43,Alice Johnson,355.4
43,Ben Okafor,341.3
43,Chloe Martinez,295.3
43,David Kim,352.4
43,Emma Thompson,342.4
43,Faisal Rahman,318.8
43,Grace Chen,303.6
43,Harry Patel,358.8
43,Isabel Santos,345.9
43,Jack Williams,262.8
43,Kezia Adeyemi,304.8
43,Liam O'Brien,414.2
43,Maya Singh,363.6
43,Noah Clarke,281.6
43,Oscar Bennett,333.0
43,Priya Sharma,339.5
43,Ravi Kapoor,289.3
43,Sofia Lindqvist,328.0
43,Tariq Hassan,369.6
43,Uma Devi,311.2
44,Alice Johnson,348.9
44,Ben Okafor,351.3
44,Chloe Martinez,322.0
44,David Kim,351.8
44,Emma Thompson,274.2
44,Faisal Rahman,339.1
44,Grace Chen,260.6
44,Harry Patel,316.4
44,Isabel Santos,369.9
44,Jack Williams,317.1
44,Kezia Adeyemi,349.5
44,Liam O'Brien,339.0
44,Maya Singh,323.4
44,Noah Clarke,361.3
44,Oscar Bennett,290.7
44,Priya Sharma,291.6
44,Ravi Kapoor,331.0
44,Sofia Lindqvist,260.4
44,Tariq Hassan,323.2
44,Uma Devi,404.2
45,Alice Johnson,310.5
45,Ben Okafor,339.6
45,Chloe Martinez,374.8
45,David Kim,281.0
45,Emma Thompson,317.4
45,Faisal Rahman,345.6
45,Grace Chen,318.4
45,Harry Patel,358.2
45,Isabel Santos,302.8
45,Jack Williams,373.2
45,Kezia Adeyemi,419.2
45,Liam O'Brien,328.4
45,Maya Singh,265.4
45,Noah Clarke,366.9
45,Oscar Bennett,355.0
45,Priya Sharma,276.9
45,Ravi Kapoor,351.6
45,Sofia Lindqvist,342.0
45,Tariq Hassan,328.9
45,Uma Devi,297.3
46,Alice Johnson,241.4
46,Ben Okafor,371.1
46,Chloe Martinez,310.0
46,David Kim,377.2
46,Emma Thompson,274.1
46,Faisal Rahman,369.9
46,Grace Chen,300.0
46,Harry Patel,271.7
46,Isabel Santos,332.0
46,Jack Williams,343.0
46,Kezia Adeyemi,352.2
46,Liam O'Brien,385.6
46,Maya Singh,334.9
46,Noah Clarke,364.5
46,Oscar Bennett,307.2
46,Priya Sharma,369.2
46,Ravi Kapoor,385.8
46,Sofia Lindqvist,311.7
46,Tariq Hassan,310.6
46,Uma Devi,307.9
47,Alice Johnson,298.4
47,Ben Okafor,370.3
47,Chloe Martinez,297.1
47,David Kim,356.0
47,Emma Thompson,279.7
47,Faisal Rahman,291.4
47,Grace Chen,401.1
47,Harry Patel,360.0
47,Isabel Santos,292.4
47,Jack Williams,339.6
47,Kezia Adeyemi,309.5
47,Liam O'Brien,314.2
47,Maya Singh,308.7
47,Noah Clarke,360.0
47,Oscar Bennett,302.8
47,Priya Sharma,368.3
47,Ravi Kapoor,300.5
47,Sofia Lindqvist,355.9
47,Tariq Hassan,251.2
47,Uma Devi,413.3
48,Alice Johnson,286.2
48,Ben Okafor,317.7
48,Chloe Martinez,327.0
48,David Kim,289.2
48,Emma Thompson,329.3
48,Faisal Rahman,335.8
48,Grace Chen,311.0
48,Harry Patel,207.2
48,Isabel Santos,322.9
48,Jack Williams,331.6
48,Kezia Adeyemi,350.8
48,Liam O'Brien,310.1
48,Maya Singh,343.4
48,Noah Clarke,366.9
48,Oscar Bennett,346.0
48,Priya Sharma,332.8
48,Ravi Kapoor,327.6
48,Sofia Lindqvist,352.5
48,Tariq Hassan,286.3
48,Uma Devi,360.4
49,Alice Johnson,350.2
49,Ben Okafor,329.5
49,Chloe Martinez,277.6
49,David Kim,296.8
49,Emma Thompson,259.2
49,Faisal Rahman,353.0
49,Grace Chen,349.9
49,Harry Patel,330.0
49,Isabel Santos,418.9
49,Jack Williams,314.0
49,Kezia Adeyemi,331.0
49,Liam O'Brien,298.3
49,Maya Singh,381.5
49,Noah Clarke,332.1
49,Oscar Bennett,326.3
49,Priya Sharma,351.1
49,Ravi Kapoor,333.3
49,Sofia Lindqvist,288.0
49,Tariq Hassan,348.3
49,Uma Devi,340.9
